Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,movieId,title,genres,movie_title,year
Recess: All Growed Down,2003,G,09 Dec 2003,61,Animation|Comedy|Family,"Howy Parkins, Chuck Sheetz","Bart Jennett, Elijah Aron (additional written material), Peter Gaffney (segment), Mark Drop (segment), Jonathan Rosenthal (segment), Steve Viksten (segment), Etan Cohen (additional dialogue), Joseph Purdy (additional dialogue), Bart Jennett (additional dialogue), Steve Viksten (additional dialogue), Phil Walsh (additional dialogue)","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Myles Jeffrey",English,USA,,-1.0,6.6,678,tt0382936,195613.0,Recess: All Growed Down (2003),Animation|Children|Comedy,Recess: All Growed Down,2003.0
Red's Dream,1987,G,06 Jul 1987,4,Animation|Short|Family,John Lasseter,John Lasseter,Mel Blanc,English,United States,,-1.0,6.3,"7,150",tt0093832,,,,,
Rescue Dog,1947,Approved,21 Mar 1947,7,Animation|Comedy|Family,Charles A. Nichols,"Eric Gurney, Bill de la Torre",Pinto Colvig,English,United States,,-1.0,6.7,653,tt0039762,,,,,
Return from Witch Mountain,1978,G,10 Mar 1978,95,Adventure|Family|Fantasy,John Hough,"Malcolm Marmorstein, Alexander Key","Bette Davis, Christopher Lee, Kim Richards",English,United States,,51.0,5.7,"5,076",tt0078158,2091.0,Return from Witch Mountain (1978),Children|Sci-Fi,Return from Witch Mountain,1978.0
Richie Rich's Christmas Wish,1998,G,10 Nov 1998,84,Comedy|Family,John Murlowski,"Rob Kerchner (story), Jason Feffer (story), Mark Furey (screenplay)","David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson",English,USA,,-1.0,4.1,"2,096",tt0155110,,,,,
Right on Track,2003,TV-G,21 Mar 2003,89,Biography|Drama|Family,Duwayne Dunham,"Sally Nemeth, Bruce Graham","Beverley Mitchell, Brie Larson, Jon Lindstrom, Jodi Russell",English,USA,,-1.0,6.3,"1,233",tt0323810,140461.0,Right on Track (2003),(no genres listed),Right on Track,2003.0
Riley's First Date?,2015,G,03 Nov 2015,5,Animation|Short|Comedy|Family|Romance,Josh Cooley,"Josh Cooley, Yung-Han Chang (story), Bobby Rubio (story)","Pete Docter, Ben Cox, Kyle MacLachlan, Diane Lane",English,USA,,-1.0,7.5,"6,849",tt4941804,166042.0,Riley's First Date? (2015),Animation|Children,Riley's First Date?,2015.0
Rip Girls,2000,TV-G,22 Apr 2000,87,Drama|Family|Romance,Joyce Chopra,Jeanne Rosenberg,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark",English,"Australia, USA",2 nominations.,-1.0,6.1,"1,218",tt0244764,192397.0,Rip Girls (2000),Children|Drama|Romance,Rip Girls,2000.0
Robin Hood,1973,G,08 Nov 1973,83,Animation|Adventure|Comedy,"Wolfgang Reitherman, David Hand","Larry Clemmons, Ken Anderson, Vance Gerry","Brian Bedford, Phil Harris, Roger Miller","English, Portuguese",United States,Nominated for 1 Oscar. 1 win & 2 nominations total,57.0,7.6,"123,925",tt0070608,3034.0,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,Robin Hood,1973.0
Ruby Bridges,1998,G,18 Jan 1998,96,Drama,Euzhan Palcy,Toni Ann Johnson,"Penelope Ann Miller, Kevin Pollak, Michael Beach, Jean Louisa Kelly",English,USA,4 wins & 4 nominations.,-1.0,7.2,607,tt0138068,151729.0,Ruby Bridges (1998),Children|Drama,Ruby Bridges,1998.0
Sacred Planet,2004,G,22 Apr 2004,40,Documentary|Short,Jon Long,"Karen Fernandez Long, Jon Long","Robert Redford, Arapata McKay, Tsaan Ciqae",English,"Canada, Malaysia, United States",,53.0,6.1,306,tt0353965,122023.0,Sacred Planet (2004),Documentary,Sacred Planet,2004.0
Sanjay's Super Team,2015,PG,25 Nov 2015,7,Animation|Short|Action,Sanjay Patel,Sanjay Patel,"Brent Schraff, Sunny Singh Attar, Arun Rao",English,United States,Nominated for 1 Oscar. 3 nominations total,-1.0,6.8,"5,032",tt4661600,148367.0,Sanjay's Super Team (2015),Animation,Sanjay's Super Team,2015.0
Santa Paws 2: The Santa Pups,2012,G,20 Nov 2012,88,Adventure|Family,Robert Vince,"Philip Fracassi, Anna McRoberts, Paul Tamasy","Cheryl Ladd, George Newbern, Danny Woodburn",English,United States,1 win,-1.0,4.9,"1,369",tt2414212,122525.0,Santa Paws 2: The Santa Pups (2012),Children,Santa Paws 2: The Santa Pups,2012.0
Santa's Workshop,1932,TV-G,10 Dec 1932,7,Animation|Short|Family,Wilfred Jackson,,"Pinto Colvig, Walt Disney, Allan Watson",English,United States,,-1.0,7.2,"2,272",tt0023422,182199.0,Santa's Workshop (1932),Animation,Santa's Workshop,1932.0
Science Fair,2018,PG,19 Oct 2018,90,Documentary,"Cristina Costantini, Darren Foster","Cristina Costantini, Darren Foster, Jeff Plunkett","Jack Andraka, Anjali Chadha, Serena McCalla",English,United States,15 wins & 9 nominations,79.0,7.6,583,tt7153434,186641.0,Science Fair (2018),Documentary,Science Fair,2018.0
Sea of Hope: America's Underwater Treasures,2017,G,01 Jan 2017,48,Documentary,Robert Nixon,"Robert Nixon, Gary Parker",,English,USA,,-1.0,6.9,32,tt6390686,,,,,
Secret of the Wings,2012,G,14 Dec 2012,75,Animation|Family|Fantasy,"Bobs Gannaway, Peggy Holmes","Bobs Gannaway, Peggy Holmes, Ryan Rowe","Mae Whitman, Lucy Hale, Timothy Dalton",English,"United States, India, United Kingdom",1 win & 5 nominations,-1.0,7.1,"11,970",tt1217213,116217.0,Secret of the Wings (2012),Adventure|Animation|Children|Fantasy,Secret of the Wings,2012.0
Secrets of Life,1956,Passed,06 Nov 1956,70,Documentary|Family,James Algar,James Algar,Winston Hibler,English,United States,1 nomination,-1.0,7.3,269,tt0049733,154731.0,Secrets of Life (1956),Documentary,Secrets of Life,1956.0
Shake It Up,2010,TV-G,07 Nov 2010,30,Comedy|Family,,Chris Thompson,"Bella Thorne, Zendaya, Davis Cleveland",English,United States,3 wins & 18 nominations,-1.0,5.0,"12,859",tt1661326,,,,,
Sharks of Lost Island,2013,G,19 Nov 2019,45,Documentary,Neil Gelinas,Neil Gelinas,"Michael Fay, Christopher McLinden, Enric Sala",English,USA,,-1.0,5.7,74,tt7217020,,,,,
Sharpay's Fabulous Adventure,2011,G,19 Apr 2011,90,Comedy|Drama|Family|Music|Musical|Romance,Michael Lembeck,"Robert Horn, Peter Barsocchini (based on characters created for ""High School Musical"" by)","Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Steven Perry",English,USA,1 nomination.,-1.0,4.7,"6,136",tt1629440,,,,,
The Simpsons Movie,2007,PG-13,27 Jul 2007,87,Animation|Adventure|Comedy,David Silverman,"James L. Brooks, Matt Groening, Al Jean","Dan Castellaneta, Julie Kavner, Nancy Cartwright",English,United States,Won 1 BAFTA Film Award5 wins & 34 nominations total,80.0,7.3,"323,309",tt0462538,,,,,
Skyrunners,2009,TV-PG,27 Nov 2009,92,Family|Sci-Fi,Ralph Hemecker,Richard C. Okie,"Kelly Blatz, Joey Pollari, Linda Kash, Conrad Coates",English,USA,1 win & 1 nomination.,-1.0,5.0,"1,161",tt1479534,,,,,
Smart House,1999,TV-G,26 Jun 1999,82,Comedy|Drama|Family|Sci-Fi,LeVar Burton,"William Hudson, Stu Krieger","Katey Sagal, Ryan Merriman, Katie Volding, Kevin Kilner",English,USA,2 nominations.,-1.0,6.2,"6,757",tt0192618,136239.0,Smart House (1999),Children|Drama|Fantasy|Sci-Fi,Smart House,1999.0
Smash and Grab,2019,PG,11 Feb 2019,8,Animation|Short|Action,Brian Larsen,Brian Larsen,,None,United States,,-1.0,6.7,"1,902",tt7103168,,,,,
Snow White and the Seven Dwarfs,1937,Approved,04 Feb 1938,83,Animation|Adventure|Family,"William Cottrell, David Hand, Wilfred Jackson","Jacob Grimm, Wilhelm Grimm, Ted Sears","Adriana Caselotti, Harry Stockwell, Lucille La Verne",English,United States,Won 1 Oscar. 11 wins & 6 nominations total,95.0,7.6,"194,079",tt0029583,594.0,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,Snow White and the Seven Dwarfs,1937.0
Snowball Express,1972,G,22 Jun 1973,93,Comedy|Family,Norman Tokar,"Don Tait, Jim Parker, Arnold Margolin","Dean Jones, Nancy Olson, Harry Morgan",English,United States,,-1.0,6.5,"1,776",tt0069291,6391.0,Snowball Express (1972),Children|Comedy,Snowball Express,1972.0
Snowglobe,2007,TV-PG,15 Dec 2007,86,Comedy|Family|Fantasy|Romance,Ron Lagomarsino,"Garrett Frawley, Brian Turner","Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing",English,USA,1 win.,-1.0,6.0,"2,269",tt1068284,141976.0,Snowglobe (2007),Children|Fantasy|Sci-Fi,Snowglobe,2007.0
So Weird,1999,TV-Y7,18 Jan 1999,30,Adventure|Family|Mystery,,Tom J. Astle,"Cara DeLizia, Mackenzie Phillips, Patrick Levis",English,"Canada, United States",7 nominations,-1.0,8.5,"2,930",tt0169247,,,,,
Society Dog Show,1939,G,03 Feb 1939,8,Animation|Short|Adventure,Bill Roberts,Jack Kinney,"Billy Bletcher, John McLeish, Walt Disney",English,United States,,-1.0,6.9,936,tt0031945,,,,,
Spider-Man Unlimited,1999,TV-Y7,02 Oct 1999,22,Animation|Action|Adventure,,,"Rino Romano, Kathleen Barr, Jim Byrnes",English,"United States, Canada",,-1.0,6.4,"3,277",tt0207120,,,,,
Spider-Woman,1979,TV-Y7,22 Sep 1979,21,Animation|Action|Family,,"Stan Lee, Marie Severin","Joan Van Ark, Bryan Scott, Larry Carroll",English,United States,,-1.0,5.9,779,tt0197911,,,,,
Star Wars: Rebels,2014,TV-Y7-FV,26 Sep 2014,22,Animation|Action|Adventure,,"Simon Kinberg, Carrie Beck, Dave Filoni","Dave Filoni, Taylor Gray, Vanessa Marshall",English,United States,Nominated for 4 Primetime Emmys. 7 wins & 29 nominations total,-1.0,8.0,"39,060",tt2930604,,,,,
StarStruck,2010,TV-G,14 Feb 2010,90,Comedy|Family|Music|Romance,Michael Grossman,"Barbara Johns (teleplay), Annie DeYoung (teleplay), Barbara Johns (story)","Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Mychal Smith",English,USA,2 nominations.,-1.0,6.1,"13,793",tt1579247,101260.0,StarStruck (2010),Comedy|Musical,StarStruck,2010.0
Steamboat Willie,1928,TV-Y7,01 Jan 1929,8,Animation|Short|Comedy,"Ub Iwerks, Walt Disney","Walt Disney, Ub Iwerks",Walt Disney,English,United States,1 win,-1.0,7.5,"8,972",tt0019422,2102.0,Steamboat Willie (1928),Animation|Children|Comedy|Musical,Steamboat Willie,1928.0
Stepsister from Planet Weird,2000,TV-G,17 Jun 2000,85,Comedy|Family|Sci-Fi,Steve Boyum,"Francess Lantz (book), Chris Matheson (teleplay)","Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje",English,USA,,-1.0,5.9,"1,431",tt0250754,192395.0,Stepsister from Planet Weird (2000),Children|Sci-Fi,Stepsister from Planet Weird,2000.0
Stitch! The Movie,2003,G,25 Aug 2003,60,Animation|Adventure|Comedy|Family|Sci-Fi,"Tony Craig, Roberts Gannaway","Jess Winfield, Roberts Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers","Hawaiian, English",USA,2 nominations.,-1.0,6.2,"8,719",tt0348124,128968.0,Stitch! The Movie (2003),Animation|Children|Comedy,Stitch! The Movie,2003.0
Stuck in the Suburbs,2004,TV-G,16 Jul 2004,76,Comedy|Family|Music,Savage Steve Holland,"Wendy Engelberg (story), Amy Engelberg (story), Wendy Engelberg (teleplay), Amy Engelberg (teleplay), Dan Berendsen (teleplay)","Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgpeth",English,USA,,-1.0,5.6,"3,702",tt0410696,143029.0,Stuck in the Suburbs (2004),Children|Comedy,Stuck in the Suburbs,2004.0
Super Buddies,2013,G,27 Aug 2013,81,Family,Robert Vince,"Anna McRoberts, Paul Tamasy (characters), Robert Vince","Trey Loney, John Ratzenberger, Michael Teigen, Sam Adler",,USA,1 win.,-1.0,4.3,"1,231",tt2999390,122527.0,Super Buddies (2013),Children,Super Buddies,2013.0
Swiss Family Robinson,1940,G,08 Feb 1940,93,Adventure|Family,Edward Ludwig,"C. Graham Baker, Walter Ferris, Gene Towne","Thomas Mitchell, Edna Best, Freddie Bartholomew",English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,6.4,621,tt0033124,1017.0,,Adventure|Children,,
TaleSpin,1990,TV-Y7,07 Sep 1990,30,Animation|Action|Adventure,,,"Ed Gilbert, R.J. Williams, Sally Struthers",English,United States,Won 1 Primetime Emmy. 1 win & 5 nominations total,-1.0,7.6,"14,620",tt0098924,,,,,
Tangled: Before Ever After,2017,TV-Y7,10 Mar 2017,55,Animation|Action|Adventure|Comedy|Family|Fantasy|Musical,"Tom Caulfield, Stephen Sandoval","Jase Ricci, Shane Prigmore (developed by), Chris Sonnenburg (developed for television by), Shane Prigmore (developed for television by), Chris Sonnenburg (developed by), Jase Ricci (story editor)","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",English,USA,1 win & 5 nominations.,-1.0,6.6,"2,284",tt5533228,186159.0,Tangled: Before Ever After (2017),Adventure|Animation|Children|Comedy|Fantasy,Tangled: Before Ever After,2017.0
Tarzan & Jane,2002,G,23 Jul 2002,75,Animation|Adventure|Family,"Steve Loter, Victor Cook, Don MacKinnon, Lisa Schaffer(co-director)","Edgar Rice Burroughs (""Tarzan"" stories), Bill Motz, Bob Roth, Mirith J. Colao, John Behnke, Rob Humphrey, Jim Peterson, Jess Winfield, Jess Winfield (story), Dave Bullock (story), Adam Van Wyk (story)","Michael T. Weiss, Olivia d'Abo, Jeff Bennett, Jim Cummings",English,USA,4 nominations.,-1.0,5.3,"5,919",tt0313680,174541.0,Tarzan & Jane (2002),Animation|Children|Comedy,Tarzan & Jane,2002.0
Teen Beach 2,2015,TV-G,26 Jun 2015,104,Family|Fantasy|Musical,Jeffrey Hornaday,"Matt Eddy (teleplay by), Billy Eddy (teleplay by), Dan Berendsen (story by), Robert Horn (story by), Vince Marcello (based on characters created by), Mark Landry (based on characters created by)","Ross Lynch, Maia Mitchell, Gracie Gillam, Garrett Clayton",English,USA,2 wins & 3 nominations.,-1.0,6.0,"4,146",tt3764966,164729.0,Teen Beach 2 (2015),Comedy,Teen Beach 2,2015.0
Teen Beach Movie,2013,Not-Rated,19 Jul 2013,110,Family|Fantasy|Musical,Jeffrey Hornaday,"Vince Marcello (story by), Mark Landry (story by), Vince Marcello (teleplay by), Mark Landry (teleplay by), Robert Horn (teleplay by)","Ross Lynch, Maia Mitchell, Gracie Gillam, Garrett Clayton",English,USA,2 nominations.,-1.0,5.9,"10,162",tt2325989,108879.0,Teen Beach Movie (2013),Children|Musical,Teen Beach Movie,2013.0
Teen Spirit,2011,TV-PG,07 Aug 2011,82,Comedy|Drama|Fantasy,Gil Junger,"David Kendall (teleplay), Kathryn McCullough (story and teleplay), Bob Young (teleplay)","Cassandra Scerbo, Carissa Capobianco, Gabriela Lopez, Katrina Rose Tandy",English,USA,,-1.0,5.5,"7,075",tt1845866,127309.0,Teen Spirit (2011),Comedy|Drama|Fantasy,Teen Spirit,2011.0
That Darn Cat!,1965,Approved,02 Dec 1965,116,Comedy|Crime|Family,Robert Stevenson,"Gordon Gordon, Mildred Gordon, Bill Walsh","Hayley Mills, Dean Jones, Dorothy Provine","English, French",United States,6 nominations,71.0,6.7,"6,825",tt0059793,1018.0,That Darn Cat! (1965),Children|Comedy|Mystery,That Darn Cat!,1965.0
The Absent Minded Professor,1961,Approved,16 Mar 1961,92,Comedy|Family|Sci-Fi,Robert Stevenson,"Bill Walsh, Samuel W. Taylor","Fred MacMurray, Nancy Olson, Keenan Wynn",English,United States,Nominated for 3 Oscars. 1 win & 8 nominations total,75.0,6.8,"8,176",tt0054594,,,,,
The Adventures of Bullwhip Griffin,1967,Approved,08 Mar 1967,108,Action|Adventure|Comedy,James Neilson,"Lowell S. Hawley, Albert Sidney Fleischman","Roddy McDowall, Suzanne Pleshette, Karl Malden",English,United States,,-1.0,6.5,"1,035",tt0061333,,,,,
The Adventures of Spin and Marty,1955,G,04 Nov 1955,-1,Adventure|Western|Family,,,"Tim Considine, David Stollery, Patrick Miller",English,United States,,-1.0,8.1,288,tt0047775,,,,,
The African Lion,1955,G,14 Sep 1955,75,Family|Documentary,James Algar,"James Algar, Winston Hibler, Ted Sears",Winston Hibler,English,United States,3 wins,-1.0,7.2,466,tt0047803,203894.0,The African Lion (1955),Children|Documentary,The African Lion,1955.0
The Apple Dumpling Gang Rides Again,1979,G,27 Jun 1979,88,Comedy|Family|Western,Vincent McEveety,"Don Tait, Jack M. Bickham","Tim Conway, Don Knotts, Tim Matheson",English,United States,,37.0,6.0,"2,849",tt0078790,,,,,
The Art of Skiing,1941,Approved,14 Nov 1941,8,Animation|Short|Comedy,"Jack Kinney, Bill Roberts","Leo Thiele, Ralph Wright","John McLeish, Hannes Schroll",English,United States,,-1.0,7.2,"1,641",tt0033356,,,,,
The Avengers: Earth's Mightiest Heroes,2010,TV-Y7,22 Sep 2010,30,Animation|Action|Adventure,,,"Eric Loomis, Colleen O'Shaughnessey, Brian Bloom",English,United States,8 nominations,-1.0,8.4,"14,578",tt1626038,,,,,
The Band Concert,1935,Approved,23 Feb 1935,9,Animation|Short|Comedy,Wilfred Jackson,,Clarence Nash,English,United States,1 win,-1.0,7.8,"3,377",tt0026094,160335.0,The Band Concert (1935),Animation,The Band Concert,1935.0
The Bears and I,1974,G,31 Jul 1974,89,Drama|Family,Bernard McEveety,"John Whedon, Robert Franklin Leslie, Jack Speirs","Patrick Wayne, Chief Dan George, Andrew Duggan",English,United States,,-1.0,6.2,441,tt0071199,123796.0,The Bears and I (1974),Adventure|Drama,The Bears and I,1974.0
The Big Bad Wolf,1934,Approved,14 Apr 1934,9,Animation|Short|Adventure,Burt Gillett,Ted Sears,"Sara Berner, Billy Bletcher, Pinto Colvig",English,United States,,-1.0,7.0,"1,898",tt0024886,145170.0,The Big Bad Wolf (1934),Animation,The Big Bad Wolf,1934.0
The Biscuit Eater,1972,G,22 Mar 1972,90,Drama|Family,Vincent McEveety,"James Street, Lawrence Edward Watkin","Earl Holliman, Pat Crowley, Lew Ayres",English,United States,,-1.0,5.8,433,tt0068276,140503.0,The Biscuit Eater (1972),Children|Drama,The Biscuit Eater,1972.0
The Blue Umbrella,2013,G,21 Jun 2013,7,Animation|Short|Drama,Saschka Unseld,Saschka Unseld,Sarah Jaffe,English,United States,1 nomination,-1.0,7.5,"10,023",tt2616880,,,,,
The Brave Little Toaster Goes to Mars,1998,Not-Rated,18 May 1998,73,Animation|Adventure|Family|Sci-Fi,"Robert C. Ramirez, Patrick A. Ventura","Willard Carroll (screenplay), Thomas M. Disch (novel)","Thurl Ravenscroft, Deanna Oliver, Eric Lloyd, Timothy Stack",English,USA,2 nominations.,-1.0,5.7,"1,437",tt0147926,130522.0,The Brave Little Toaster Goes to Mars (1998),Animation|Children,The Brave Little Toaster Goes to Mars,1998.0
The Castaway Cowboy,1974,G,01 Aug 1974,91,Comedy|Family|Western,Vincent McEveety,"Don Tait, Richard M. Bluel, Hugh Benson","James Garner, Vera Miles, Robert Culp","English, Hawaiian",United States,,-1.0,5.8,696,tt0071288,,,,,
The Cheetah Girls,2003,TV-G,15 Aug 2003,100,Comedy|Drama|Family|Music|Musical,Oz Scott,"Deborah Gregory (series of books), Alison Taylor","Raven-Symoné, Adrienne Houghton, Kiely Williams, Sabrina Bryan","English, Spanish","Canada, USA",6 nominations.,-1.0,4.9,"7,423",tt0338852,164735.0,The Cheetah Girls (2003),Children|Comedy|Drama,The Cheetah Girls,2003.0
The Cheetah Girls 2,2006,TV-G,25 Aug 2006,96,Comedy|Drama|Family|Music|Musical,Kenny Ortega,"Bethesda Brown, Alison Taylor, Deborah Gregory (series of books)","Raven-Symoné, Adrienne Houghton, Sabrina Bryan, Kiely Williams","English, Spanish",USA,2 nominations.,-1.0,5.1,"5,932",tt0800318,164725.0,The Cheetah Girls 2 (2006),Children|Comedy|Drama,The Cheetah Girls 2,2006.0
The Cheetah Girls: One World,2008,TV-G,22 Aug 2008,90,Comedy|Drama|Family|Musical,Paul Hoen,"Dan Berendsen (story by), Dan Berendsen (teleplay by), Nisha Ganatra (teleplay by), Deborah Gregory (series of books), Jen Small (teleplay by)","Adrienne Houghton, Sabrina Bryan, Kiely Williams, Roshan Seth",English,USA,2 nominations.,-1.0,4.7,"4,101",tt1013542,150324.0,The Cheetah Girls: One World (2008),Children|Comedy|Drama,The Cheetah Girls: One World,2008.0
The Christmas Star,1986,TV-G,14 Dec 1986,94,Drama|Family,Alan Shapiro,"Alan Shapiro, Carol Dysinger","Edward Asner, Rene Auberjonois, Jim Metzler",English,"Canada, United States",,-1.0,6.3,631,tt0090840,,,,,
The Color of Friendship,2000,TV-G,05 Feb 2000,87,Biography|Drama|Family,Kevin Hooks,Paris Qualles,"Lindsey Haun, Shadia Simmons, Carl Lumbly, Penny Johnson Jerald",English,"Canada, USA",Won 1 Primetime Emmy. Another 4 wins & 3 nominations.,-1.0,7.2,"3,546",tt0213565,,,,,
The Computer Wore Tennis Shoes,1969,G,24 Dec 1969,91,Comedy|Family|Sci-Fi,Robert Butler,Joseph L. McEveety,"Kurt Russell, Cesar Romero, Joe Flynn",English,United States,,54.0,6.0,"5,185",tt0065566,199600.0,,(no genres listed),,
The Even Stevens Movie,2003,TV-G,13 Jun 2003,93,Comedy|Family,Sean McNamara,"Dennis Rinsler, Marc Warren","Shia LaBeouf, Christy Carlson Romano, Donna Pescow, Tom Virtue",English,USA,1 win & 5 nominations.,-1.0,6.2,"6,660",tt0327698,132584.0,The Even Stevens Movie (2003),Children|Comedy,The Even Stevens Movie,2003.0
The Flood,2018,G,25 Nov 2018,-1,Documentary,,,Angela Bassett,English,USA,,-1.0,7.7,103,tt9154632,,,,,
The Fox and the Hound 2,2006,G,11 Dec 2006,69,Animation|Adventure|Comedy|Family|Musical,Jim Kammerud,"Rich Burns (screenplay by), Roger S.H. Schulman (screenplay by)","Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn",English,USA,1 win.,-1.0,5.3,"4,449",tt0465997,126921.0,The Fox and the Hound 2 (2006),Adventure|Animation|Children|Comedy,The Fox and the Hound 2,2006.0
The Ghosts of Buxley Hall,1980,TV-G,21 Dec 1980,93,Comedy|Family|Fantasy|Horror,Bruce Bilson,"Sy Gomberg (adaptation), Rick Mittleman (adaptation), Sy Gomberg","Dick O'Neill, Victor French, Louise Latham, Rad Daly",English,USA,,-1.0,5.7,225,tt0080788,,,,,
The Goddess of Spring,1934,Approved,03 Nov 1934,10,Animation|Short|Family,Wilfred Jackson,William Cottrell,"Kenny Baker, Diana Gaylen, Tudor Williams",English,United States,,-1.0,6.6,"1,022",tt0025184,182195.0,The Goddess of Spring (1934),Animation,The Goddess of Spring,1934.0
The Golden Touch,1935,G,22 Mar 1935,10,Animation|Short|Comedy,Walt Disney,Albert Hurter,"Mary Moder, Clarence Nash, Billy Bletcher",English,United States,,-1.0,6.8,"1,287",tt0026423,182193.0,The Golden Touch (1935),Animation,The Golden Touch,1935.0
The Great Muppet Caper,1981,G,26 Jun 1981,97,Adventure|Comedy|Crime,Jim Henson,"Tom Patchett, Jay Tarses, Jerry Juhl","Jim Henson, Frank Oz, Dave Goelz",English,"United Kingdom, United States",Nominated for 1 Oscar. 2 nominations total,70.0,7.1,"15,193",tt0082474,,,,,
The Hockey Champ,1939,Approved,28 Apr 1939,7,Animation|Short|Comedy,Jack King,"Carl Barks, Jack Hannah, Ted Osborne",Clarence Nash,English,United States,,-1.0,7.0,"1,223",tt0031431,,,,,
The Imagineering Story,2019,TV-G,12 Nov 2019,60,Documentary,,,"Tom Morris, Kevin Rafferty, Angela Bassett",English,United States,Nominated for 1 Primetime Emmy. 2 nominations total,-1.0,9.0,"2,863",tt9331982,,,,,
The Incredible Journey,1963,G,20 Nov 1963,80,Adventure|Drama|Family,Fletcher Markle,"James Algar, Sheila Burnford","Émile Genest, John Drainie, Tommy Tweed",English,"Canada, United States",,87.0,7.1,"4,605",tt0057180,,,,,
The Jungle Book: Mowgli's Story,1998,G,28 Sep 1998,77,Adventure|Family,Nick Marck,"Rudyard Kipling (book), Jose Rivera (teleplay), Jim Herzfeld (teleplay)","Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin",English,USA,,-1.0,4.2,677,tt0144262,165965.0,The Jungle Book: Mowgli's Story (1998),(no genres listed),The Jungle Book: Mowgli's Story,1998.0
The Legend of Mor'du,2012,TV-PG,05 Dec 2012,7,Animation|Short|Family|Fantasy,Brian Larsen,"Steve Purcell, Brian Larsen","Julie Walters, Steve Purcell, Callum O'Neill",English,USA,,-1.0,6.2,"1,622",tt2565938,120470.0,The Legend of Mor'du (2012),Animation|Children,The Legend of Mor'du,2012.0
The Lion King 2: Simba's Pride,1998,G,27 Oct 1998,81,Animation|Adventure|Drama|Family|Musical|Romance,"Darrell Rooney, Rob LaDuca(co-director)","Flip Kobler (screenplay), Cindy Marcus (screenplay), Jenny Wingfield (additional written material), Linda Voorhees (additional written material), Gregory Poirier (additional written material), Bill Motz (additional written material), Bob Roth (additional written material), Mark McCorkle (additional written material), Bob Schooley (additional written material), Jonathan Cuba (additional written material)","Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume",English,"USA, Australia",3 wins & 3 nominations.,-1.0,6.5,"62,267",tt0120131,,,,,
The Little Mermaid: Ariel's Beginning,2008,G,25 Aug 2008,77,Animation|Drama|Family|Fantasy|Musical,Peggy Holmes,"Robert Reece (screenplay), Evan Spiliotopoulos (screenplay), Jule Selbo (story), Jenny Wingfield (story), Steve Bencich (additional screenplay material), Peggy Holmes (additional screenplay material), Tom Rogers (additional screenplay material), Thania St. John (additional screenplay material), Rich Burns (additional screenplay material), Ron J. Friedman (additional screenplay material)","Jodi Benson, Samuel E. Wright, Jim Cummings, Sally Field",English,USA,2 nominations.,-1.0,6.2,"8,961",tt0969647,,,,,
The Little Whirlwind,1941,Approved,14 Feb 1941,8,Animation|Short|Comedy,"James Algar, Wilfred Jackson, Riley Thomson",,"Thelma Boardman, Walt Disney, June Foray",English,United States,,-1.0,6.7,"1,055",tt0033838,169408.0,The Little Whirlwind (1941),Animation|Comedy,The Little Whirlwind,1941.0
The Living Desert,1953,G,10 Nov 1953,69,Family|Documentary,James Algar,"James Algar, Winston Hibler, Ted Sears",Winston Hibler,English,United States,Won 1 Oscar. 7 wins & 2 nominations total,69.0,7.4,"1,496",tt0046008,,,,,
The Lost Tomb of Alexander the Great,2019,G,04 Mar 2019,44,Documentary,Duncan Singh,,"Matt McFetridge, Fredrik T. Hiebert, Calliope Limneos-Papakosta, Maria Nilsson",English,UK,,-1.0,6.6,157,tt10290670,,,,,
The Million Dollar Duck,1971,G,30 Jun 1971,89,Comedy|Family|Sci-Fi,Vincent McEveety,"Ted Key, Roswell Rogers","Dean Jones, Sandy Duncan, Joe Flynn",English,United States,2 nominations,45.0,5.8,"2,332",tt0066728,,,,,
The Mistle-Tones,2012,TV-PG,09 Dec 2012,90,Comedy|Family|Music,Paul Hoen,"Jed Elinoff, Scott Thomas","Tia Mowry-Hardrict, Jonathan Patrick Moore, Andy Gala, Megan Kathleen Duffy",English,USA,,-1.0,6.6,"1,995",tt2490352,,,,,
